Player,Gross P/W (GBP/EUR),Gross P/W (USD),Gross P/Min(USD),Gross P/Y  (GBP/EUR),Gross P/Y (USD),Gross P/Y  (GBP/EUR) BONUS,Signed,Gross Remaining (USD),Status,Pos.,Pos.,Age,Country,Club,Competition,
Alphonse Areola,120000,152400,15.11904762,6240000,7924800,,44743,#REF!,Starter,K,GK,31,France,West Ham United,Premier League,
Brahim Díaz,140192,151407.36,15.02057143,7290000,7873200,,43471,#REF!,Reserve,F,AM,25,Morocco,Real Madrid,La Liga,
Kang-in Lee,139808,150992.64,14.97942857,7270000,7851600,,45115,#REF!,Reserve,F,AM,23,South Korea,Paris Saint-Germain,Ligue 1,
Julián Alvarez,136154,147046.32,14.58792857,7080000,7646400,1240000,45516,#REF!,Starter,F,CF,24,Argentina,Atletico Madrid,La Liga,
Ismaël Bennacer,135385,146215.8,14.50553571,7040000,7603200,370000,44938,#REF!,Reserve,M,DM,26,Algeria,AC Milan,Serie A,
Stefan de Vrij,135385,146215.8,14.50553571,7040000,7603200,,45115,#REF!,Reserve,D,CB,32,Netherlands,Inter Milan,Serie A,
Paulo Dybala,135385,146215.8,14.50553571,7040000,7603200,4070000,44762,#REF!,Reserve,F,SS,30,Argentina,Roma,Serie A,
Leny Yoro,115000,146050,14.4890873,5980000,7594600,1560000,45491,#REF!,Reserve,D,CB,18,France,Manchester United,Premier League,
James Ward-Prowse,115000,146050,14.4890873,5980000,7594600,,45534,#REF!,Starter,M,CM,29,England,Nottingham Forest,Premier League,
Saúl Ñíguez,134615,145384.2,14.42303571,7000000,7560000,,44013,#REF!,Reserve,M,CM,29,Spain,Atletico Madrid,La Liga,
Ronald Araujo,134615,145384.2,14.42303571,7000000,7560000,,44680,#REF!,Reserve,D,CB,25,Uruguay,Barcelona,La Liga,
Julian Brandt,134615,145384.2,14.42303571,7000000,7560000,1000000,45027,#REF!,Starter,F,AM,28,Germany,Borussia Dortmund,Bundesliga,
 Krzysztof Piatek          ,112115,142386.05,14.1256002,5830000,7404100,                 ," Jul 18, 2023     ",#REF!, Starter , F    , CF   ,29, Poland                           ,Istanbul Basaksehir,UEFA Conference League,
Gavi,130769,141230.52,14.01096429,6800000,7344000,,44818,#REF!,Reserve,M,CM,20,Spain,Barcelona,La Liga,
Jorginho,110000,139700,13.85912698,5720000,7264400,,45421,#REF!,Starter,M,DM,32,Italy,Arsenal FC,Premier League,
Kieran Tierney,110000,139700,13.85912698,5720000,7264400,,44372,#REF!,Reserve,D,LB,27,Scotland,Arsenal FC,Premier League,
Dejan Kulusevski,110000,139700,13.85912698,5720000,7264400,,45108,#REF!,Starter,F,RW,24,Sweden,Tottenham Hotspur,Premier League,
Koke,128269,138530.52,13.74310714,6670000,7203600,,45376,#REF!,Starter,M,CM,32,Spain,Atletico Madrid,La Liga,
Rodrigo de Paul,128269,138530.52,13.74310714,6670000,7203600,,44389,#REF!,Reserve,M,CM,30,Argentina,Atletico Madrid,La Liga,
Josip Stanisic,126923,137076.84,13.59889286,6600000,7128000,,44877,#REF!,Reserve,D,RB,24,Croatia,Bayern Munich,Bundesliga,
Bradley Barcola,126923,137076.84,13.59889286,6600000,7128000,,45169,#REF!,Starter,F,LW,22,France,Paris Saint-Germain,Ligue 1,
Lukas Klostermann,126923,137076.84,13.59889286,6600000,7128000,,45302,#REF!,Starter,D,CB,28,Germany,RB Leipzig,Bundesliga,
Willi Orbán,126923,137076.84,13.59889286,6600000,7128000,,45205,#REF!,Starter,D,CB,31,Hungary,RB Leipzig,Bundesliga,
Yussuf Poulsen,126923,137076.84,13.59889286,6600000,7128000,,45223,#REF!,Reserve,F,CF,30,Denmark,RB Leipzig,Bundesliga,
Alexander Nübel,125000,135000,13.39285714,6500000,7020000,,45394,#REF!,Reserve,K,GK,27,Germany,Bayern Munich,Bundesliga,
Joaquín Correa,124615,134584.2,13.35160714,6480000,6998400,,44743,#REF!,Reserve,F,SS,30,Argentina,Inter Milan,Serie A,
Mario Hermoso,124615,134584.2,13.35160714,6480000,6998400,,45537,#REF!,Reserve,D,CB,29,Spain,Roma,Serie A,
Lorenzo Pellegrini,124615,134584.2,13.35160714,6480000,6998400,930000,44471,#REF!,Starter,F,AM,28,Italy,Roma,Serie A,
Gianluca Mancini,124615,134584.2,13.35160714,6480000,6998400,930000,44754,#REF!,Starter,D,CB,28,Italy,Roma,Serie A,
Daichi Kamada,105000,133350,13.22916667,5460000,6934200,2340000,45474,#REF!,Reserve,F,AM,28,Japan,Crystal Palace,Premier League,
Joshua Zirkzee,105000,133350,13.22916667,5460000,6934200,,45487,#REF!,Reserve,F,CF,23,Netherlands,Manchester United,Premier League,
Nikola Milenković,105000,133350,13.22916667,5460000,6934200,,45491,#REF!,Starter,D,CB,26,Serbia,Nottingham Forest,Premier League,
Rafael Leão,123269,133130.52,13.20739286,6410000,6922800,2560000,45079,#REF!,Starter,F,LW,25,Portugal,AC Milan,Serie A,
Benjamin Pavard,123269,133130.52,13.20739286,6410000,6922800,,45168,#REF!,Reserve,D,CB,28,France,Inter Milan,Serie A,
Arthur,123269,133130.52,13.20739286,6410000,6922800,,45129,#REF!,Reserve,M,DM,28,Brazil,Juventus,Serie A,
Adrien Rabiot,122308,132092.64,13.10442857,6360000,6868800,,47378,#REF!,Reserve,M,CM,29,France,Lyon,Ligue 1,
Marc-André ter Stegen,121154,130846.32,12.98078571,6300000,6804000,,45163,#REF!,Starter,K,GK,32,Germany,Barcelona,La Liga,
 Davinson Sánchez          ,102500,130175,12.91418651,5330000,6769100,                 ," Sep 4, 2023      ",#REF!, Starter , D    , CB   ,28, Colombia                         ,Galatasaray,UEFA Europa League,
José Giménez,120192,129807.36,12.87771429,6250000,6750000,,45205,#REF!,Starter,D,CB,29,Uruguay,Atletico Madrid,La Liga,
Robin Le Normand,120192,129807.36,12.87771429,6250000,6750000,,45500,#REF!,Reserve,D,CB,27,Spain,Atletico Madrid,La Liga,
Bryan Zaragoza,120192,129807.36,12.87771429,6250000,6750000,,45513,#REF!,Starter,F,LW,22,Spain,Osasuna,La Liga,
Isco,120192,129807.36,12.87771429,6250000,6750000,,45288,#REF!,Reserve,F,AM,32,Spain,Real Betis,La Liga,
Alexander Sörloth,120000,129600,12.85714286,6240000,6739200,,45507,#REF!,Reserve,F,CF,28,Norway,Atletico Madrid,La Liga,
Pierre-Emile Højbjerg,118846,128353.68,12.7335,6180000,6674400,,45495,#REF!,Starter,M,DM,29,Denmark,Lyon,Ligue 1,
Takehiro Tomiyasu,100000,127000,12.59920635,5200000,6604000,,45371,#REF!,Reserve,D,RB,25,Japan,Arsenal FC,Premier League,
Gabriel Magalhães,100000,127000,12.59920635,5200000,6604000,,44855,#REF!,Starter,D,CB,26,Brazil,Arsenal FC,Premier League,
David Raya,100000,127000,12.59920635,5200000,6604000,,45477,#REF!,Starter,K,GK,28,Spain,Arsenal FC,Premier League,
Pau Torres,100000,127000,12.59920635,5200000,6604000,,45119,#REF!,Starter,D,CB,27,Spain,Aston Villa,Premier League,
Tyrone Mings,100000,127000,12.59920635,5200000,6604000,,44974,#REF!,Reserve,D,CB,31,England,Aston Villa,Premier League,
Ian Maatsen,100000,127000,12.59920635,5200000,6604000,,45474,#REF!,Reserve,D,LB,22,Netherlands,Aston Villa,Premier League,
Diego Carlos,100000,127000,12.59920635,5200000,6604000,,44743,#REF!,Reserve,D,CB,31,Brazil,Aston Villa,Premier League,
Carney Chukwuemeka,100000,127000,12.59920635,5200000,6604000,,44777,#REF!,Reserve,M,CM,20,England,Chelsea,Premier League,
Mykhailo Mudryk,100000,127000,12.59920635,5200000,6604000,1560000,44941,#REF!,Reserve,F,LW,23,Ukraine,Chelsea,Premier League,
Jadon Sancho,100000,127000,12.59920635,5200000,6604000,,45534,#REF!,Starter,F,LW,24,England,Chelsea,Premier League,
Nicolas Jackson,100000,127000,12.59920635,5200000,6604000,,45548,#REF!,Starter,F,CF,23,Senegal,Chelsea,Premier League,
Levi Colwill,100000,127000,12.59920635,5200000,6604000,,45140,#REF!,Starter,D,CB,21,England,Chelsea,Premier League,
Eberechi Eze,100000,127000,12.59920635,5200000,6604000,,45240,#REF!,Starter,F,AM,26,England,Crystal Palace,Premier League,
Dean Henderson,100000,127000,12.59920635,5200000,6604000,,45169,#REF!,Starter,K,GK,27,England,Crystal Palace,Premier League,
Dominic Calvert-Lewin,100000,127000,12.59920635,5200000,6604000,,43896,#REF!,Starter,F,CF,27,England,Everton,Premier League,
James Tarkowski,100000,127000,12.59920635,5200000,6604000,,44744,#REF!,Starter,D,CB,31,England,Everton,Premier League,
Raúl Jiménez,100000,127000,12.59920635,5200000,6604000,1040000,45132,#REF!,Starter,F,CF,33,Mexico,Fulham,Premier League,
Reiss Nelson,100000,127000,12.59920635,5200000,6604000,,45534,#REF!,Reserve,F,RW,24,England,Fulham,Premier League,
Ederson,100000,127000,12.59920635,5200000,6604000,,44440,#REF!,Starter,K,GK,31,Brazil,Manchester City,Premier League,
Matt Targett,100000,127000,12.59920635,5200000,6604000,,44743,#REF!,Reserve,D,LB,28,England,Newcastle United,Premier League,
Edson Álvarez,100000,127000,12.59920635,5200000,6604000,,45148,#REF!,Reserve,M,DM,26,Mexico,West Ham United,Premier League,
Max Kilman,100000,127000,12.59920635,5200000,6604000,,45479,#REF!,Starter,D,CB,27,England,West Ham United,Premier League,
Manuel Locatelli,117500,126900,12.58928571,6110000,6598800,,45239,#REF!,Starter,M,DM,26,Italy,Juventus,Serie A,
Eric García,115385,124615.8,12.36267857,6000000,6480000,,44378,#REF!,Reserve,D,CB,23,Spain,Barcelona,La Liga,
Alejandro Grimaldo,115385,124615.8,12.36267857,6000000,6480000,3000000,45108,#REF!,Starter,D,LB,28,Spain,Bayer Leverkusen,Bundesliga,
Patrik Schick,115385,124615.8,12.36267857,6000000,6480000,1500000,44707,#REF!,Reserve,F,CF,28,Czech Republic,Bayer Leverkusen,Bundesliga,
Felix Nmecha,115385,124615.8,12.36267857,6000000,6480000,,45110,#REF!,Reserve,M,CM,23,Germany,Borussia Dortmund,Bundesliga,
Donyell Malen,115385,124615.8,12.36267857,6000000,6480000,,44404,#REF!,Reserve,F,RW,25,Netherlands,Borussia Dortmund,Bundesliga,
Alexandre Lacazette,115385,124615.8,12.36267857,6000000,6480000,,44743,#REF!,Starter,F,CF,33,France,Lille,Ligue 1,
Nemanja Matic,115385,124615.8,12.36267857,6000000,6480000,,45318,#REF!,Reserve,M,DM,36,Serbia,Lille,Ligue 1,
Xavi Simons,115385,124615.8,12.36267857,6000000,6480000,4000000,45509,#REF!,Starter,F,AM,21,Netherlands,RB Leipzig,Bundesliga,
Gianluca Scamacca,114038,123161.04,12.21835714,5930000,6404400,,45145,#REF!,Reserve,F,CF,25,Italy,Atalanta,Serie A,
Matteo Politano,114038,123161.04,12.21835714,5930000,6404400,,45322,#REF!,Starter,F,RW,31,Italy,Napoli,Serie A,
 Sofyan Amrabat            ,96154,122115.58,12.11464087,5000000,6350000,                 ," Aug 31, 2024     ",#REF!, Starter , M    , DM   ,28, Morocco                          ,Fenerbahce,UEFA Europa League,
 Michy Batshuayi           ,96154,122115.58,12.11464087,5000000,6350000,2500000," Jul 1, 2024      ",#REF!, Reserve , F    , CF   ,30, Belgium                          ,Galatasaray,UEFA Europa League,
José Gayà,112115,121084.2,12.01232143,5830000,6296400,,44853,#REF!,Reserve,D,LB,29,Spain,Valencia,La Liga,
Emerson,95000,120650,11.96924603,4940000,6273800,,44796,#REF!,Starter,D,LB,30,Italy,West Ham United,Premier League,
Tammy Abraham,110962,119838.96,11.88878571,5770000,6231600,,45534,#REF!,Reserve,F,CF,26,England,AC Milan,Serie A,
Teun Koopmeiners,110962,119838.96,11.88878571,5770000,6231600,,45532,#REF!,Starter,F,AM,26,Netherlands,Juventus,Serie A,
Leandro Paredes,110962,119838.96,11.88878571,5770000,6231600,,45154,#REF!,Reserve,M,DM,30,Argentina,Roma,Serie A,
Folarin Balogun,110577,119423.16,11.84753571,5750000,6210000,,45168,#REF!,Starter,F,CF,23,United States,Marseille,Ligue 1,
Aleksandr Golovin,110577,119423.16,11.84753571,5750000,6210000,,45569,#REF!,Reserve,F,AM,28,Russia,Marseille,Ligue 1,
 Dries Mertens             ,92885,117963.95,11.70277282,4830000,6134100,1830000," Jun 1, 2024      ",#REF!, Starter , F    , SS   ,37, Belgium                          ,Galatasaray,UEFA Europa League,
Eljif Elmas,108846,117553.68,11.66207143,5660000,6112800,,45292,#REF!,Reserve,F,AM,24,North Macedonia,RB Leipzig,Bundesliga,
Loïs Openda,108846,117553.68,11.66207143,5660000,6112800,,45121,#REF!,Starter,F,CF,24,Belgium,RB Leipzig,Bundesliga,
Benjamin Sesko,108846,117553.68,11.66207143,5660000,6112800,,45455,#REF!,Starter,F,CF,21,Slovenia,RB Leipzig,Bundesliga,
Péter Gulácsi,107692,116307.36,11.53842857,5600000,6048000,,45439,#REF!,Starter,K,GK,34,Hungary,RB Leipzig,Bundesliga,
 Hakim Ziyech              ,91346,116009.42,11.50887103,4750000,6032500,                 ," Jul 1, 2024      ",#REF!, Reserve , F    , RW   ,31, Morocco                          ,Galatasaray,UEFA Europa League,
Alessandro Florenzi,106923,115476.84,11.45603571,5560000,6004800,,44743,#REF!,Reserve,D,RB,33,Italy,AC Milan,Serie A,
Youssouf Fofana,106923,115476.84,11.45603571,5560000,6004800,,45521,#REF!,Starter,M,DM,25,France,AC Milan,Serie A,
Raphaël Varane,106923,115476.84,11.45603571,5560000,6004800,1850000,45501,#REF!,Reserve,D,CB,31,France,Como,Serie A,
Mehdi Taremi,106923,115476.84,11.45603571,5560000,6004800,930000,45486,#REF!,Reserve,F,CF,32,Iran,Inter Milan,Serie A,
Mattia Zaccagni,106923,115476.84,11.45603571,5560000,6004800,930000,45399,#REF!,Starter,F,LW,29,Italy,Lazio,Serie A,
David Neres,106923,115476.84,11.45603571,5560000,6004800,930000,45525,#REF!,Reserve,F,RW,27,Brazil,Napoli,Serie A,
Scott McTominay,106923,115476.84,11.45603571,5560000,6004800,,45534,#REF!,Starter,M,CM,27,Scotland,Napoli,Serie A,
Giovanni Di Lorenzo,106923,115476.84,11.45603571,5560000,6004800,930000,45143,#REF!,Starter,D,RB,31,Italy,Napoli,Serie A,
Artem Dovbyk,106923,115476.84,11.45603571,5560000,6004800,1850000,45506,#REF!,Starter,F,CF,27,Ukraine,Roma,Serie A,
 Jordan Henderson               ,90000,114300,11.33928571,4680000,5943600,2600000," Jan 18, 2024     ",#REF!, Starter , M    , CM   ,34, England                          ,Ajax,UEFA Europa League,
Jurrien Timber,90000,114300,11.33928571,4680000,5943600,1560000,45121,#REF!,Reserve,D,CB,23,Netherlands,Arsenal FC,Premier League,
Leandro Trossard,90000,114300,11.33928571,4680000,5943600,,44946,#REF!,Reserve,F,LW,29,Belgium,Arsenal FC,Premier League,
Benoît Badiashile,90000,114300,11.33928571,4680000,5943600,,44931,#REF!,Reserve,D,CB,23,France,Chelsea,Premier League,
Eddie Nketiah,90000,114300,11.33928571,4680000,5943600,,45534,#REF!,Starter,F,CF,25,England,Crystal Palace,Premier League,
Jack Harrison,90000,114300,11.33928571,4680000,5943600,,45467,#REF!,Starter,F,RW,27,England,Everton,Premier League,
Joachim Andersen,90000,114300,11.33928571,4680000,5943600,,45527,#REF!,Starter,D,CB,28,Denmark,Fulham,Premier League,
Odsonne Edouard,90000,114300,11.33928571,4680000,5943600,,45534,#REF!,Reserve,F,CF,26,France,Leicester City,Premier League,
Harry Winks,90000,114300,11.33928571,4680000,5943600,,45108,#REF!,Reserve,M,DM,28,England,Leicester City,Premier League,
Stefan Ortega Moreno,90000,114300,11.33928571,4680000,5943600,,45451,#REF!,Reserve,K,GK,31,Germany,Manchester City,Premier League,
Sven Botman,90000,114300,11.33928571,4680000,5943600,,44743,#REF!,Reserve,D,CB,24,Netherlands,Newcastle United,Premier League,
Richarlison,90000,114300,11.33928571,4680000,5943600,2080000,44743,#REF!,Reserve,F,CF,27,Brazil,Tottenham Hotspur,Premier League,
Dominic Solanke,90000,114300,11.33928571,4680000,5943600,,45514,#REF!,Starter,F,CF,26,England,Tottenham Hotspur,Premier League,
Niclas Füllkrug,90000,114300,11.33928571,4680000,5943600,,45509,#REF!,Reserve,F,CF,31,Germany,West Ham United,Premier League,
Mohammed Kudus,90000,114300,11.33928571,4680000,5943600,,45165,#REF!,Starter,F,AM,24,Ghana,West Ham United,Premier League,
Aaron Wan-Bissaka,90000,114300,11.33928571,4680000,5943600,,45517,#REF!,Starter,D,RB,26,England,West Ham United,Premier League,
Tomas Soucek,90000,114300,11.33928571,4680000,5943600,,45292,#REF!,Starter,M,DM,29,Czech Republic,West Ham United,Premier League,
Pablo Sarabia,90000,114300,11.33928571,4680000,5943600,,44943,#REF!,Reserve,F,RW,32,Spain,Wolverhampton Wanderers,Premier League,
Gonçalo Guedes,90000,114300,11.33928571,4680000,5943600,,44781,#REF!,Reserve,F,LW,27,Portugal,Wolverhampton Wanderers,Premier League,
Gonçalo Ramos,105769,114230.52,11.33239286,5500000,5940000,,45292,#REF!,Reserve,F,CF,23,Portugal,Paris Saint-Germain,Ligue 1,
Maximilian Arnold,105769,114230.52,11.33239286,5500000,5940000,,44239,#REF!,Starter,M,CM,30,Germany,VfL Wolfsburg,Bundesliga,
André Gomes,104808,113192.64,11.22942857,5450000,5886000,,45541,#REF!,Starter,M,CM,31,Portugal,Lens,Ligue 1,
Vitinha,104808,113192.64,11.22942857,5450000,5886000,,44743,#REF!,Reserve,M,CM,24,Portugal,Paris Saint-Germain,Ligue 1,
Geoffrey Kondogbia,103846,112153.68,11.12635714,5400000,5832000,,45108,#REF!,Starter,M,DM,31,Central African Republic,Lyon,Ligue 1,
 Lucas Torreira            ,88077,111857.79,11.09700298,4580000,5816600,                 ," Aug 8, 2022      ",#REF!, Starter , M    , DM   ,28, Uruguay                          ,Galatasaray,UEFA Europa League,
 Gabriel Sara              ,88077,111857.79,11.09700298,4580000,5816600,                 ," Aug 4, 2024      ",#REF!, Starter , M    , CM   ,25, Brazil                           ,Galatasaray,UEFA Europa League,
Ferdi Kadıoğlu,87500,111125,11.02430556,4550000,5778500,,45531,#REF!,Reserve,D,LB,24,Turkey,Brighton & Hove Albion,Premier League,
Fran García,100192,108207.36,10.73485714,5210000,5626800,,45108,#REF!,Reserve,D,LB,25,Spain,Real Madrid,La Liga,
Arda Güler,100000,108000,10.71428571,5200000,5616000,,45113,#REF!,Reserve,F,RW,19,Turkey,Real Madrid,La Liga,
Evanilson,85000,107950,10.7093254,4420000,5613400,,45520,#REF!,Starter,F,CF,24,Brazil,Bournemouth,Premier League,
Joe Gomez,85000,107950,10.7093254,4420000,5613400,,44749,#REF!,Reserve,D,CB,27,England,Liverpool,Premier League,
Diogo Dalot,85000,107950,10.7093254,4420000,5613400,780000,45077,#REF!,Starter,D,RB,25,Portugal,Manchester United,Premier League,
Rasmus Højlund,85000,107950,10.7093254,4420000,5613400,,45143,#REF!,Starter,F,CF,21,Denmark,Manchester United,Premier League,
Radu Drăgușin,85000,107950,10.7093254,4420000,5613400,,45302,#REF!,Reserve,D,CB,22,Romania,Tottenham Hotspur,Premier League,
Pedro Porro,85000,107950,10.7093254,4420000,5613400,,45108,#REF!,Starter,D,RB,24,Spain,Tottenham Hotspur,Premier League,
Michail Antonio,85000,107950,10.7093254,4420000,5613400,780000,44568,#REF!,Starter,F,CF,34,Jamaica,West Ham United,Premier League,
Davide Frattesi,99808,107792.64,10.69371429,5190000,5605200,,45474,#REF!,Reserve,M,CM,24,Italy,Inter Milan,Serie A,
Alessio Romagnoli,99808,107792.64,10.69371429,5190000,5605200,1110000,44754,#REF!,Starter,D,CB,29,Italy,Lazio,Serie A,
Elseid Hysaj,99808,107792.64,10.69371429,5190000,5605200,,44378,#REF!,Reserve,D,RB,30,Albania,Lazio,Serie A,
Kouadio Koné,99808,107792.64,10.69371429,5190000,5605200,,45534,#REF!,Starter,M,CM,23,France,Roma,Serie A,
Bryan Cristante,99808,107792.64,10.69371429,5190000,5605200,1300000,45096,#REF!,Starter,M,DM,29,Italy,Roma,Serie A,
Ruben Loftus-Cheek,98654,106546.32,10.57007143,5130000,5540400,,45108,#REF!,Starter,M,CM,28,England,AC Milan,Serie A,
Christian Pulisic,98654,106546.32,10.57007143,5130000,5540400,,45120,#REF!,Starter,F,RW,25,United States,AC Milan,Serie A,
Theo Hernández,98654,106546.32,10.57007143,5130000,5540400,,44603,#REF!,Starter,D,LB,26,France,AC Milan,Serie A,
Samuel Chukwueze,98654,106546.32,10.57007143,5130000,5540400,,45134,#REF!,Reserve,F,RW,25,Nigeria,AC Milan,Serie A,
Danilo,98654,106546.32,10.57007143,5130000,5540400,,44987,#REF!,Reserve,D,CB,33,Brazil,Juventus,Serie A,
Victor Osimhen,98654,106546.32,10.57007143,5130000,5540400,2560000,45283,#REF!,Reserve,F,CF,25,Nigeria,Napoli,Serie A,
Evan N'Dicka,98654,106546.32,10.57007143,5130000,5540400,,45108,#REF!,Starter,D,CB,25,Cote d'Ivoire,Roma,Serie A,
Saïd Benrahma,97885,105715.8,10.48767857,5090000,5497200,,45474,#REF!,Starter,F,LW,29,Algeria,Lille,Ligue 1,
Exequiel Palacios,96154,103846.32,10.30221429,5000000,5400000,,45195,#REF!,Starter,M,CM,25,Argentina,Bayer Leverkusen,Bundesliga,
Edmond Tapsoba,96154,103846.32,10.30221429,5000000,5400000,,45173,#REF!,Starter,D,CB,25,Burkina Faso,Bayer Leverkusen,Bundesliga,
Mathys Tel,96154,103846.32,10.30221429,5000000,5400000,,45357,#REF!,Reserve,F,LW,19,France,Bayern Munich,Bundesliga,
Jamal Musiala,96154,103846.32,10.30221429,5000000,5400000,4000000,44260,#REF!,Starter,F,AM,21,Germany,Bayern Munich,Bundesliga,
Eric Dier,96154,103846.32,10.30221429,5000000,5400000,,45474,#REF!,Reserve,D,CB,30,England,Bayern Munich,Bundesliga,
Julian Ryerson,96154,103846.32,10.30221429,5000000,5400000,,45568,#REF!,Starter,D,RB,26,Norway,Borussia Dortmund,Bundesliga,
Karim Adeyemi,96154,103846.32,10.30221429,5000000,5400000,1000000,44743,#REF!,Reserve,F,LW,22,Germany,Borussia Dortmund,Bundesliga,
Castello Lukeba,96154,103846.32,10.30221429,5000000,5400000,,45588,#REF!,Starter,D,CB,21,France,RB Leipzig,Bundesliga,
André Silva,96154,103846.32,10.30221429,5000000,5400000,,44379,#REF!,Reserve,F,CF,28,Portugal,RB Leipzig,Bundesliga,
Saúl Ñíguez,96154,103846.32,10.30221429,5000000,5400000,,45488,#REF!,Reserve,M,CM,29,Spain,Sevilla,La Liga,
Duván Zapata,96154,103846.32,10.30221429,5000000,5400000,,45474,#REF!,Starter,F,CF,33,Colombia,Torino,Serie A,
Fábio Silva,95192,102807.36,10.19914286,4950000,5346000,,45534,#REF!,Starter,F,CF,22,Portugal,Las Palmas,La Liga,
 Alex Oxlade-Chamberlain   ,80192,101843.84,10.10355556,4170000,5295900,                 ," Aug 12, 2023     ",#REF!, Reserve , M    , CM   ,31, England                          ,Besiktas,UEFA Europa League,
 Al Musrati                ,80192,101843.84,10.10355556,4170000,5295900,                 ," Jul 1, 2024      ",#REF!, Starter , M    , DM   ,28, Libya                            ,Besiktas,UEFA Europa League,
 Cengiz Ünder              ,80192,101843.84,10.10355556,4170000,5295900,                 ," Aug 13, 2023     ",#REF!, Starter , F    , RW   ,27, Turkey                           ,Fenerbahce,UEFA Europa League,
